,Airport Name,Country,City,Latitude,Longitude
SMI,Samos,Greece,Samos,37.689999,26.911667
SMJ,Sim,Papua New Guinea,Sim,-7.667,146.833
SMK,St Michael,United States,St Michael,63.490056,-162.110389
SML,Estate Airstrip,Bahamas,Stella Maris,23.581444,-75.270475
SMM,Semporna,Malaysia,Semporna,4.449722,118.596389
SMN,Salmon,United States,Salmon,45.123781,-113.881332
SMO,Santa Monica,United States,Santa Monica,34.015833,-118.451306
SMP,Stockholm,Papua New Guinea,Stockholm,-4.35,151.55
SMQ,Sampit,Indonesia,Sampit,-2.499194,112.974992
SMR,Simon Bolivar,Colombia,Santa Marta,11.119722,-74.230833
SMS,Sainte Marie,Madagascar,Sainte Marie,-17.093889,49.815834
SMT,Sun Moon Lake,Taiwan,Sun Moon Lake,23.883,120.933
SMU,Sheep Mountain,United States,Sheep Mountain,61.811989,-147.506922
SMV,Samedan,Switzerland,St Moritz,46.534075,9.884106
SMW,Smara,Western Sahara,Smara,26.731761,-11.684681
SMX,Public,United States,Santa Maria,34.898917,-120.457444
SMY,Simenti,Senegal,Simenti,13.05,-13.3
SMZ,Stoelmans Eiland,Suriname,Stoelmans Eiland,4.351,-54.418
SNA,John Wayne,United States,Orange County,33.675667,-117.868222
SNB,Snake Bay,Australia,Snake Bay,-11.422778,130.653611
SNC,Salinas,Ecuador,Salinas,-2.204994,-80.988878
SND,Seno,Laos,Seno,16.667,105.017
SNE,Preguica,Cape Verde,Sao Nicolau,16.588356,-24.284656
SNF,San Felipe,Venezuela,San Felipe,10.278728,-68.755211
SNG,San Ignacio De Velasco,Bolivia,San Ignacio De Velasco,-16.384443,-60.962778
SNH,Stanthorpe,Australia,Stanthorpe,-28.620278,151.990556
SNI,R.E. Murray,Liberia,Sinoe,5.034313,-9.066803
SNJ,San Julian,Cuba,San Julian,22.095294,-84.152011
SNK,Winston Field,United States,Snyder,32.693389,-100.950472
SNL,Municipal,United States,Shawnee,35.357306,-96.942833
SNM,San Ignacio De M,Bolivia,San Ignacio De M,-14.967,-65.633
SNN,Shannon,Ireland,Shannon,52.701978,-8.924817
SNO,Sakon Nakhon,Thailand,Sakon Nakhon,17.195142,104.118625
SNP,Saint Paul Island,United States,Saint Paul Island,57.167333,-170.220444
SNQ,San Quintin,Mexico,San Quintin,30.528611,-115.946111
SNR,Montoir,France,St Nazaire,47.310556,-2.156667
SNS,Salinas,United States,Salinas,36.662778,-121.606361
SNT,Sabana De Torres,Colombia,Sabana De Torres,7.383219,-73.50545
SNU,Abel Santa Maria,Cuba,Santa Clara,22.492192,-79.943611
SNV,Santa Elena,Venezuela,Santa Elena,4.554722,-61.144922
SNW,Thandwe,Myanmar,Thandwe,18.460731,94.300119
SNX,Sabana De Mar,Dominican Republic,Sabana De Mar,19.05,-69.367
SNY,Sidney,United States,Sidney,41.099807,-102.984972
SNZ,Santa Cruz,Brazil,Santa Cruz,-22.93235,-43.719092
SOA,Soc Trang,Vietnam,Soc Trang,30.585694,-100.648556
SOB,Saarmelleek/balaton,Hungary,Saarmelleek,46.686389,17.159056
SOC,Adi Sumarmo,Indonesia,Solo City,-7.516089,110.756892
SOD,Sorocaba,Brazil,Sorocaba,-23.478036,-47.490003
SOE,Souanke,Congo,Souanke,2.067,14.133
SOF,Sofia,Bulgaria,Sofia,42.695194,23.406167
SOG,Haukasen,Norway,Sogndal,61.156111,7.136614
SOH,Solita,Colombia,Solita,0.867,-75.6
SOI,South Molle Island,Australia,South Molle Island,-20.263,148.836
SOJ,Sorkjosen,Norway,Sorkjosen,69.786839,20.959444
SOK,Semongkong,Lesotho,Semongkong,-29.838333,28.058056
SOL,Solomon,United States,Solomon,64.583333333333,-164.3
SOM,Edmundo Barrios,Venezuela,San Tome,8.945147,-64.151083
SON,Pekoa,Vanuatu,Espiritu Santo,-15.505767,167.221358
SOO,Soderhamn,Sweden,Soderhamn,61.261481,17.099053
SOP,Pinehurst-S. Pines,United States,Southern Pines,35.237611,-79.388796
SOQ,Jefman,Indonesia,Sorong,-0.926358,131.121194
SOR,Al Thaurah,Syria,Al Thaurah,34.4,40.167
SOT,Sodankyla,Finland,Sodankyla,67.395033,26.619133
SOU,Southampton Airport,United Kingdom,Eastleigh near Southampton,50.950261,-1.356803
SOV,Seldovia,United States,Seldovia,59.442439,-151.70405
SOW,Show Low,United States,"Show Low, AZ",34.265472,-110.005667
SOX,Alberto Lleras Camargo,Colombia,Sogamoso,5.675556,-72.970278
SOY,Stronsay,United Kingdom,Stronsay,59.158051,-2.641389
SOZ,Solenzara,France,Solenzara,41.926389,9.405278
SPA,"Spartanburg, Downtown Memorial",United States,"Spartanburg, SC",34.915722,-81.9565
SPB,SPB,US Virgin Islands,St Thomas Island,18.338567,-64.940701
SPC,La Palma,Spain,Santa Cruz De La Palma,28.626478,-17.755611
SPD,Saidpur,Bangladesh,Saidpur,25.759228,88.908869
SPE,Sepulot,Malaysia,Sepulot,4.712222,116.453611
SPF,Black Hills,United States,Spearfish,44.481141,-103.786005
SPG,Whitted,United States,"Petersburg, AK",27.765111,-82.626972
SPH,Sopu,Papua New Guinea,Sopu,-8.3,147.167
SPI,Capital,United States,Springfield,39.84421,-89.67809
SPJ,Eleftherios Venizelos,Greece,Athens,36.973892,22.526292
SPM,Spangdahlem,Germany,Spangdahlem,49.972667,6.6925
SPN,International,Northern Mariana Islands,Saipan,15.119001,145.729356
SPO,San Pablo,Spain,Sevilla,37.418055555556,-5.893055555556
SPP,Menongue,Angola,Menongue,-14.657583,17.719833
SPQ,Catalina SPB,Cote D&#039;Ivoire,San Pedro,33.749185,-118.274793
SPR,San Pedro,Belize,San Pedro,17.913936,-87.971075
SPS,Sheppard AFB,United States,Wichita Falls,33.988796,-98.491893
SPT,Sipitang,Malaysia,Sipitang,5.083,115.55
SPU,Split,Croatia,Split,43.538944,16.297964
SPV,Sepik Plains,Papua New Guinea,Sepik Plains,-3.883,143.667
SPW,Municipal,United States,Spencer,43.165528,-95.202806
SPX,Spaceland,United States,Houston,0.0,0.0
SPY,San Pedro,Cote D&#039;Ivoire,San Pedro,4.746717,-6.660817
SPZ,Springdale Muni,United States,Springdale,36.176411,-94.119258
SQA,Santa Ynez,United States,Santa Ynez,34.606806,-120.075562
SQB,Santa Ana,Colombia,Santa Ana,4.75,-75.95
SQC,Southern Cross,Australia,Southern Cross,-31.241111,119.359444
SQD,Sinop,Turkey,Sinop,41.666666666667,35.0
SQE,San Luis De Pale,Colombia,San Luis De Pale,5.4,-71.717
SQF,Solano,Colombia,Solano,0.683,-75.25
SQG,Sintang,Indonesia,Sintang,0.063618,111.473428
SQH,Na-San,Vietnam,Son-La,21.217,104.033
SQI,Whiteside County,United States,Sterling Rockfalls,41.742833,-89.676306
SQJ,Shehdi,Ethiopia,Shehdi,12.783,36.25
SQK,Sidi Barani,Egypt,Sidi Barani,31.466556,25.87795
SQL,San Carlos,United States,San Carlos,37.511855,-122.249524
SQM,Sao Miguel Azores,Brazil,Sao Miguel Araguaia,-13.331275,-50.197617
SQN,Sanana,Indonesia,Sanana,-2.100278,125.965833
SQO,Gunnarn,Sweden,Storuman,64.960893,17.696583
SQP,Starcke,Australia,Starcke,-14.941,145.034
SQQ,Siauliai International,Lithuania,Siauliai,55.893886,23.394975
SQR,Inco Soroako Waws,Indonesia,Soroako,-2.531203,121.357639
SQS,Matthew Spain,Colombia,San Ignacio,5.55,-75.366666666667
SQT,China Straits Airstrip,Papua New Guinea,Samarai Island,-9.666666666667,150.8
SQU,Saposoa,Peru,Saposoa,0.0,0.0
SQV,Sequim Valley Arpt,United States,Sequim,48.098148,-123.187123
SQW,Skive Airport,Denmark,Skive,56.550208,9.172983
SQX,Sao Miguel Do Oeste,Brazil,Sao Miguel Do Oeste,-4.416666666667,-42.866666666667
SQY,Sao Lourenco Do Sul,Brazil,Sao Lourenco Do Sul,-31.366666666667,-51.966666666667
SQZ,RAF Station,United Kingdom,Scampton,53.307778,-0.550833
SRA,Santa Rosa,Brazil,Santa Rosa,-27.906744,-54.520378
SRB,Santa Rosa,Bolivia,Santa Rosa,-14.083,-66.783
SRC,Searcy,United States,Searcy,35.21061,-91.737539
SRD,San Ramon,Bolivia,San Ramon,-13.283,-64.7
SRE,Juana Azurduy de Padilla,Bolivia,Sucre,-19.007083,-65.288747
SRF,Hamilton Field,United States,San Rafael,38.01527777,-122.52222222
SRG,Achmad Yani,Indonesia,Semarang,-6.971447,110.374122
SRH,Sarh,Chad,Sarh,9.144444,18.374444
SRI,Samarinda,Indonesia,Samarinda,-0.484531,117.157111
SRJ,Capitan G Q Guardia,Bolivia,San Borja,-14.857778,-66.737222
SRK,Sierra Leone,Sierra Leone,Sierra Leone,8.617,-13.2
SRL,Santa Rosalia,Mexico,Santa Rosalia,27.338,-112.265
SRM,Sandringham,Australia,Sandringham,-24.05,139.067
SRN,Strahan,Australia,Strahan,-42.155833,145.29
SRO,Santana Ramos,Colombia,Santana Ramos,2.217,-75.25
SRP,Stord Airport,Norway,Stord,59.791925,5.34085
SRQ,Sarasota-Bradenton International Airport,United States,"Sarasota, FL",27.395444,-82.554389
SRR,Dunwich,Austria,Stradbroke Island,33.46285,-105.534751
SRS,Santa Fe De Bogota,Colombia,San Marcos,8.661,-75.133
SRT,Soroti,Uganda,Soroti,1.727578,33.622861
SRU,Skypark,Colombia,Santa Cruz,2.166666666667,-76.1
SRV,Stony River,United States,Stony River,61.78975,-156.588528
SRW,Rowan County,United States,Salisbury,35.645886,-80.520294
SRX,Sert,Libya,Sert,31.063457,16.595005
SRY,Dashte Naz,Iran,Sary,36.635833,53.193611
SRZ,El Trompillo,Bolivia,Santa Cruz,-17.811581,-63.171481
SSA,Luis Eduardo Magalhaes,Brazil,"Salvador, Bahia",-12.910994,-38.331044
SSB,SPB,US Virgin Islands,St Croix Island,17.747195,-64.704864
SSC,Shaw AFB,United States,Sumter,33.972716,-80.470571
SSD,San Felipe,Colombia,San Felipe,-32.744999,-70.704167
SSE,Sholapur,India,Sholapur,17.627958,75.934842
SSF,Stinson Municipal,Colombia,San Antonio,29.336982,-98.471045
SSG,Santa Isabel,Equatorial Guinea,Malabo,3.755267,8.708717
SSH,Ophira International,Egypt,Sharm El Sheikh,27.977286,34.39495
SSI,Mckinnon,United States,Brunswick,31.151812,-81.391253
SSJ,Stokka,Norway,Sandnessjoen,65.956828,12.468944
SSK,Sturt Creek,Australia,Sturt Creek,-19.166389,128.174444
SSL,Santa Rosalia,Colombia,Santa Rosalia,5.133,-70.867
SSO,Sao Lourenco,Brazil,Sao Lourenco,-22.090906,-45.044528
SSP,Silver Plains,Australia,Silver Plains,-13.983,143.55
SSQ,La Sarre,Canada,La Sarre,48.917221,-79.178612
SSR,Sara,Vanuatu,Sara,-15.470833,168.152222
SSS,Siassi,Papua New Guinea,Siassi,-5.583,147.8
SST,Santa Teresita,Argentina,Santa Teresita,-36.542317,-56.721756
SSU,Greenbrier,United States,White Sulphur Springs,61.833333333333,-1.833333333333
SSV,Siasi,Philippines,Siasi,5.55,120.833
SSW,Stuart Island,Canada,Stuart Island,48.672878,-123.175745
SSX,Samsun,Turkey,Samsun/carsamba,41.278055555556,36.3
SSZ,Santos,Brazil,Santos,-23.925206,-46.2875
STA,Stauning Vestjyllands Airport,Denmark,Skjern,55.990122,8.353906
STB,L Delicias,Venezuela,Santa Barbara Ed,8.974425,-71.943014
STC,Municipal,United States,Saint Cloud,45.546556,-94.059889
STD,Mayo Guerrero,Venezuela,Santo Domingo,7.565111,-72.035125
STE,Stevens Point,United States,Stevens Point,44.545136,-89.530284
STF,Stephen Island,Australia,Stephen Island,-9.5,143.567
STG,St George Island,United States,St George Island,56.577353,-169.663736
STH,Strathmore,Australia,Strathmore,-17.867,142.55
STI,Cibao International Airport,Dominican Republic,Santiago,19.406092,-70.604689
STJ,Rosecrans Memorial,United States,St Joseph,39.771944,-94.909706
STK,Crosson Field,United States,Sterling,40.615314,-103.264845
STL,Lambert-St. Louis International,United States,St Louis,38.748697,-90.370029
STM,Eduardo Gomes,Brazil,Santarem,-2.422431,-54.792789
STN,London Stansted,United Kingdom,London,51.885,0.235
STP,Downtown,United States,St Paul,44.934623,-93.060342
STQ,St Marys,United States,St Marys,41.412478,-78.502631
STR,Echterdingen,Germany,Stuttgart,48.689878,9.221964
STS,Sonoma County,United States,Santa Rosa,38.508989,-122.812875
STT,Cyril E King Airport,US Virgin Islands,"Charlotte Amalie, St Thomas",18.337306,-64.973361
STU,Santa Cruz,Belize,Santa Cruz,18.267,-88.467
STV,Surat,India,Surat,21.114061,72.741792
STW,Stavropol,Russian Federation,Stavropol,45.109165,42.112778
STX,Alex Hamilton,US Virgin Islands,St Croix Island,17.701556,-64.801722
STY,Salto,Uruguay,Salto,-31.438481,-57.985294
STZ,Confresa,Brazil,Santa Terezinha,-10.464719,-50.518612
SUA,Witham Field,United States,Stuart,27.1817,-80.221294
SUB,Juanda,Indonesia,Surabaya,-7.379831,112.786858
SUC,Schloredt,United States,Sundance,44.4,-104.36666666667
SUD,Stroud,United States,Stroud,35.789583,-96.655667
SUE,Door County,United States,Sturgeon Bay,44.843667,-87.421556
SUF,S Eufemia,Italy,Lamezia-terme,38.905394,16.242269
SUG,Surigao,Philippines,Surigao,9.757567,125.479328
SUH,Sur,Oman,Sur,22.535556,59.476111
SUI,Babusheri,Georgia,Sukhumi,42.867,41.117
SUJ,Satu Mare,Romania,Satu Mare,47.703275,22.8857
SUK,Samcheok,Korea (South),Samcheok,37.45,129.133
SUL,Sui,Pakistan,Sui,28.645142,69.176917
SUM,Municipal,United States,Sumter,33.995026,-80.361329
SUN,Sun Valley,United States,Sun Valley,43.503778,-114.295556
SUO,Sun River,United States,Sun River,43.876333,-121.453056
SUP,Trunojoyo,Indonesia,Sumenep,-7.067,113.933
SUQ,Sucua,Ecuador,Sucua,-2.467,-78.167
SUR,Summer Beaver,Canada,Summer Beaver,52.708611,-88.541946
SUS,Spirit Of St Louis,United States,St Louis,38.662111,-90.652056
SUT,Sumbawanga,Tanzania,Sumbawanga,-7.967,31.667
SUU,Travis AFB,United States,Fairfield,38.262667,-121.9275
SUV,Nausori,Fiji,Suva,-18.043267,178.559228
SUW,Richard I Bong Arpt,United States,Superior,46.689718,-92.094655
SUX,Sioux Gateway,United States,Sioux City,42.402603,-96.384367
SUY,Sudureyri,Iceland,Sudureyri,66.133,-23.55
SUZ,Suria,Papua New Guinea,Suria,-9.033,147.45
SVA,Savoonga,United States,Savoonga,63.685846,-170.496692
SVB,Sambava,Madagascar,Sambava,-14.278611,50.174721
SVC,Grant County,United States,Silver City,32.636547,-108.156385
SVD,E. T. Joshua,Saint Vincent and the Grenadines,St Vincent,13.144444,-61.210833
SVE,Susanville,United States,Susanville,40.375694,-120.572694
SVF,Save,Benin,Save,8.018056,2.464444
SVG,Sola,Norway,Stavanger,58.876778,5.637856
SVH,Municipal,United States,Statesville,35.764996,-80.953896
SVI,San Vicente,Colombia,San Vicente,2.15,-74.766667
SVJ,Helle,Norway,Svolvaer,68.243333,14.669167
SVK,Silver Creek,Belize,Silver Creek,16.733,-88.333
SVL,Savonlinna,Finland,Savonlinna,61.943064,28.945136
SVN,Hunter AAF,United States,"Savannah, GA",32.010019,-81.145988
SVO,Sheremetyevo,Russian Federation,Moscow,55.972642,37.414589
SVP,Kuito (Silva Porto),Angola,Kuito,-12.404633,16.947414
SVQ,San Pablo,Spain,Sevilla,37.418,-5.893106
SVR,Svay Rieng,Cambodia,Svay Rieng,11.1,105.783
SVS,Stevens Village,United States,Stevens Village,66.017061,-149.054369
SVT,Savuti,Botswana,Savuti,-18.616666666667,24.066666666667
SVU,Savusavu,Fiji,Savusavu,-16.802778,179.340556
SVV,San Salvador De,Venezuela,San Salvador De,7.0,-62.0
SVW,Sparrevohn AFS,United States,Sparrevohn,61.097208,-155.574775
SVX,Koltsovo International Airport,Russian Federation,Ekaterinburg,56.743108,60.802728
SVY,Savo,Solomon Islands,Savo,-9.167,159.833
SVZ,San Antonio,Venezuela,San Antonio,7.840831,-72.439742
SWA,Shantou,China,Shantou,23.426944,116.761944
SWB,Shaw River,Australia,Shaw River,-21.510278,119.361944
SWC,Stawell,Australia,Stawell,-37.071667,142.740556
SWD,Seward,United States,Seward,60.126938,-149.418812
SWE,Siwea,Papua New Guinea,Siwea,-6.283,147.567
SWF,Stewart,United States,Newburgh,41.504111,-74.104833
SWG,Satwag,Papua New Guinea,Satwag,-6.133,147.267
SWH,Swan Hill,Australia,Swan Hill,-35.375833,143.532778
SWI,Gypsy,United Kingdom,Swindon,51.483,-1.733
SWJ,South West Bay,Vanuatu,South West Bay,-16.495,167.438
SWK,Segrate,Italy,Milan,45.5,9.5
SWL,Spanish Wells,Bahamas,Spanish Wells,25.544,-76.749
SWM,Suia-Missu,Brazil,Suia-Missu,-11.671667,-51.434722
SWN,Sahiwal,Pakistan,Sahiwal,31.889444,72.309167
SWO,Searcy Fld,United States,Stillwater,36.161222,-97.085694
SWP,Swakopmund,Namibia,Swakopmund,-22.658331,14.566667
SWQ,Brang Bidji,Indonesia,Sumbawa,-8.489039,117.412119
SWR,Silur,Papua New Guinea,Silur,-4.517,153.05
SWS,Fairwood Comm,United Kingdom,Swansea,51.605333,-4.067833
SWT,Strzhewoi,Russian Federation,Strzhewoi,60.709444,77.66
SWU,Suwon,Korea (South),Suwon,37.239406,127.007053
SWV,Shikarpur,Pakistan,Shikarpur,27.95,68.633
SWW,Sweetwater,United States,Sweetwater,32.467363,-100.466564
SWX,Shakawe,Botswana,Shakawe,-18.373056,21.835556
SWY,Sitiawan,Malaysia,Sitiawan,4.216389,100.698611
SWZ,Sydney West,Australia,Sydney,-33.883,150.717
SXA,Sialum,Papua New Guinea,Sialum,-6.083,147.6
SXB,Entzheim,France,Strasbourg,48.543611,7.637222
SXC,Avalo Vor/WP,United States,Catalina Island,-21.583333333333,-67.583333333333
SXD,Sophia Antipolis,France,Sophia Antipolis,43.617,7.05
SXE,Sale,Australia,Sale,-38.091667,146.965278
SXF,Schoenefeld,Germany,Berlin,52.380001,13.5225
SXG,Senanga,Zambia,Senanga,-16.1,23.267
SXH,Sehulea,Papua New Guinea,Sehulea,-9.967,151.15
SXI,Sirri Island,Iran,Sirri Island,25.908869,54.5394
SXJ,Shanshan,China,Shanshan,42.911667,90.2475
SXK,Saumlaki,Indonesia,Saumlaki,-7.988611,131.30611
SXL,Collooney,Ireland,Sligo,54.280214,-8.599208
SXM,Princess Juliana International,Netherlands,"Philipsburg, St. Maarten",18.040953,-63.1089
SXN,Suapan,Botswana,Suapan,-20.553361,26.115778
SXO,Sao Felix Do Araguaia,Brazil,Sao Felix Do Araguaia,-11.632408,-50.689575
SXP,Sheldon SPB,United States,Sheldon Point,62.520556,-164.847778
SXQ,Soldotna,United States,Soldotna,60.474958,-151.038239
SXR,Srinagar,India,Srinagar,33.987139,74.77425
SXS,Sahabat 16,Malaysia,Sahabat 16,5.089444,119.087778
SXT,Taman Negara,Malaysia,Taman Negara,4.317,102.383
SXU,Soddu,Ethiopia,Soddu,6.833,37.767
SXV,Salem,India,Salem,11.783314,78.065606
SXW,Sauren,Norway,Sauren,-5.967,148.95
SXX,Sao Felix Do Xingu,Brazil,Sao Felix Do Xingu,-6.641286,-51.952347
SXY,Sidney,United States,Sidney,42.30258,-75.415956
SXZ,Siirt,Turkey,Siirt,37.978886,41.840436
SYA,Shemya AFB,United States,Shemya,52.712275,174.113619
SYB,Seal Bay,United States,Seal Bay,58.166666666667,-152.5
SYC,Shiringayoc,Peru,Shiringayoc,-11.9,-69.167
SYD,Kingsford Smith,Australia,Sydney,-33.946111,151.177222
SYE,Sadah,Yemen,Sadah,16.967,43.733
SYF,Silva Bay,Colombia,Silva Bay,49.15,-123.7
SYG,Spitsberg,Norway,Svalbard,78.0,20.0
SYH,Syangboche,Nepal,Syangboche,27.810556,86.711944
SYI,Bomar Field,United States,Shelbyville,35.559389,-86.442472
SYJ,Sirjan,Iran,Sirjan,29.550933,55.672708
SYK,Stykkisholmur,Iceland,Stykkisholmur,65.058055,-22.794167
SYL,Roberts AAF,Canada,San Miguel,35.814966,-120.743785
SYM,Simao,China,Simao,22.793333,100.959444
SYN,Carleton,United States,Stanton,44.475522,-93.016322
SYO,Shonai,Japan,Shonai,38.812222,139.787222
SYP,Santiago,Paraguay,Santiago,8.085597,-80.945253
SYR,Syracuse Hancock International Airport,United States,Syracuse,43.111187,-76.106311
SYS,Yeosu,Korea (South),Suncheon,34.85,127.6
SYT,Charolais Bourgogne S.,France,Saint Yan,46.406492,4.021097
SYU,Warraber Island,Australia,Sue Island,-10.2075,142.823889
SYV,Sylvester,United States,Sylvester,31.556389,-83.894167
SYW,Sehwen Sharif,Liberia,Sehwen Sharif,6.283333333333,-8.283333333333
SYX,Fenghuang International (Phoenix International),China,Sanya,18.302892,109.412269
SYY,Stornoway,United Kingdom,Stornoway,58.215556,-6.331111
SYZ,Shiraz,Iran,Shiraz,29.539242,52.589786
SZA,Soyo,Angola,Soyo,-6.141086,12.371764
SZB,Sultan Abdul Aziz Shah,Malaysia,Kuala Lumpur,3.130583,101.549333
SZC,Guanacaste,Costa Rica,Santa Cruz,10.267,-85.6
SZD,Sheffield City Airport,United Kingdom,Sheffield,53.394256,-1.388486
SZE,Semera Airport,Malaysia,Semera,1.55,110.66666666667
SZF,Carsamba,Turkey,Samsun,41.254481,36.567106
SZG,W. A. Mozart,Austria,Salzburg,47.793304,13.004333
SZH,Senipah,Indonesia,Senipah,-0.95,117.15
SZI,Zaisan,Kazakhstan,Zaisan,47.4872,84.8873
SZJ,Siguanea,Cuba,Siguanea,21.65,-82.95
SZK,Skukuza,South Africa,Skukuza,-24.960944,31.588731
SZL,Whiteman AFB,United States,Warrensburg,38.730291,-93.54799
SZM,Sesriem,Namibia,Sesriem,0.0,0.0
SZN,Santa Cruz Island,Colombia,Santa Barbara,34.060558,-119.91513
SZO,Shanzhou,China,Shanzhou,22.067,113.383
SZP,Oxnard,United States,Santa Paula,34.346974,-119.061665
SZQ,Saenz Pena,Argentina,Saenz Pena,-26.815833,-60.448333
SZR,Stara Zagora,Bulgaria,Stara Zagora,42.376667,25.655195
SZS,Stewart Island,New Zealand,Stewart Island,-46.899722,168.101944
SZT,San Cristobal Airport,Mexico,S.Cristobal deL Casas,16.690269,-92.530056
SZU,Segou,Mali,Segou,13.4,-6.15
SZV,Suzhou,China,Suzhou,31.263056,120.400556
SZW,Parchim Airport,Germany,Schwerin,53.426997,11.783436
SZX,Shenzhen,China,Shenzhen,22.639258,113.810664
SZY,Mazury,Poland,Szymany,53.481858,20.937692
SZZ,Goleniow,Poland,Szczecin,53.584731,14.902206
TAA,Tarapaina,Solomon Islands,Tarapaina,-9.367,161.2
TAB,Crown Point Airport,Trinidad And Tobago,Tobago,11.149722,-60.832222
TAC,D.Z. Romualdez,Philippines,Tacloban,11.227628,125.027758
TAD,Las Animas,United States,Trinidad,37.259378,-104.340675
TAE,Daegu,Korea (South),Daegu,35.894108,128.658855
TAF,Tafaraoui,Algeria,Oran,35.542444,-0.532278
TAG,Tagbilaran,Philippines,Tagbilaran,9.664081,123.853247
TAH,Tanna,Vanuatu,Tanna,-19.455,169.223333
TAI,Al Janad,Yemen,Taiz,13.685964,44.139056
TAJ,Tadji,Papua New Guinea,Aitape,-3.183,142.417
TAK,Takamatsu,Japan,Takamatsu,34.214167,134.015556
TAL,Ralph Calhoun,United States,Tanana,65.174395,-152.109389
TAM,Gen F Javier Mina,Mexico,Tampico,22.29645,-97.865931
TAN,Tangalooma,Australia,Tangalooma,-27.1375,153.364167
TAO,Qingdao,China,Qingdao,36.266108,120.374436
TAP,Tapachula International,Mexico,Tapachula,14.794339,-92.370025
TAQ,Tarcoola,Australia,Tarcoola,-30.702778,134.582778
TAR,M. A. Grottag,Italy,Taranto,40.517514,17.403212
TAS,Yuzhny,Uzbekistan,Tashkent,41.257861,69.281186
TAT,Poprad/tatry,Slovakia,Poprad,49.073594,20.241142
TAU,Tauramena,Colombia,Tauramena,5.017,-72.733
TAV,Tau,American Samoa,Tau,-14.229167,-169.511111
TAW,Tacuarembo,Uruguay,Tacuarembo,-31.749031,-55.925758
TAX,Taliabu,Indonesia,Taliabu,-1.617,124.55
TAY,Tartu,Estonia,Tartu,58.307461,26.690428
TAZ,Dashoguz,Turkmenistan,Dashoguz,41.761111,59.826667
TBA,Tabibuga,Papua New Guinea,Tabibuga,-5.583,144.683
TBB,Tuy Hoa,Vietnam,Tuy Hoa,13.04955,109.333706
TBC,Tuba City,Gambia,Tuba City,36.092639,-111.383083
TBD,Timbiqui,Colombia,Timbiqui,2.767,-77.667
TBE,Timbunke,Papua New Guinea,Timbunke,-4.2,143.517
TBF,Tabiteuea North,Kiribati,Tabiteuea North,-1.224469,174.775614
TBG,Tabubil,Papua New Guinea,Tabubil,-5.278611,141.225833
TBH,Romblon,Philippines,Tablas,12.310986,122.084503
TBI,New Bright,Bahamas,The Bight,24.3,-75.45
TBJ,Tabarka,Tunisia,Tabarka,36.98,8.876944
TBK,Timber Creek,New Zealand,Timber Creek,-15.620278,130.447778
TBL,Tableland,Australia,Tableland,-17.295556,126.912778
TBM,Tumbang Samba,Indonesia,Tumbang Samba,-3.25,112.583
TBN,Forney AAF,United States,Fort Leonard Wood,37.741631,-92.140736
TBO,Tabora,Tanzania,Tabora,-5.076389,32.833333
TBP,Tumbes,Peru,Tumbes,-3.552528,-80.381356
TBQ,Tarabo,Sudan,Tarabo,12.3,22.75
TBR,Statesboro-Bulloch County Airport,United States,"Statesboro, GA",32.482737,-81.73694
TBS,Lochini (novo Alexeyevka),Georgia,Tbilisi,41.669167,44.954722
TBT,Internacional,Brazil,Tabatinga,-4.255669,-69.935828
TBV,Tabal,Chile,Tabal,10.033,169.983
TBW,Tambov,Russian Federation,Tambov,52.806111,41.482778
TBX,Taabo,Cote D&#039;Ivoire,Taabo,6.233333333333,-5.133333333333
TBY,Tsabong,Botswana,Tsabong,-26.034167,22.401389
TBZ,Tabriz,Iran,Tabriz,38.133889,46.235
TCA,Tennant Creek,Australia,Tennant Creek,-19.634444,134.183333
TCB,Treasure Cay,Bahamas,"Treasure Cay, Ibaco Islands",26.745336,-77.391269
TCC,Tucumcari,United States,Tucumcari,35.182778,-103.603185
TCD,Tarapaca,Colombia,Tarapaca,-2.867,-69.733
TCE,Tulcea,Romania,Tulcea,45.062486,28.714311
TCF,Tocoa,Honduras,Tocoa,15.65,-85.983
TCG,Tacheng,China,Tacheng,46.6725,83.340833
TCH,Tchibanga,Gabon,Tchibanga,-2.85,11.017
TCJ,Torembi Airport,Papua New Guinea,Torembi,-4.016666666667,143.13333333333
TCK,Tinboli Airport,Papua New Guinea,Tinboli,-4.1,143.38333333333
TCL,Van De Graaf,United States,Tuscaloosa,33.220627,-87.611401
TCM,McChord AFB,United States,"Tacoma, WA",47.137678,-122.476475
TCN,Tehuacan,Mexico,Tehuacan,18.497189,-97.419942
TCO,La Florida,Colombia,Tumaco,1.814294,-78.749344
TCP,Taba International,Egypt,Taba,29.587778,34.778056
TCQ,Tacna,Peru,Tacna,-18.053333,-70.275833
TCR,Tuticorin,India,Tuticorin,8.783333333333,78.133333333333
TCS,Municipal,United States,Truth Or Consequences,33.236944,-107.27175
TCT,Takotna,United States,Takotna,62.992704,-156.06819
TCU,Thaba Nchu,South Africa,Thaba Nchu,-29.318056,26.823056
TCV,Tete,Mozambique,Tete,-15.914722222222,33.158888888889
TCW,Tocumwal,Australia,Tocumwal,-35.811667,145.608056
TCX,Tabas,Iran,Tabas,33.66775,56.892675
TCY,Terrace Bay,Canada,Terrace Bay,37.689,-121.441611
TDA,Trinidad,Colombia,Trinidad,5.432778,-71.6625
TDB,Tetabedi,Kiribati,Tetabedi,-9.2,148.083
